Codigo PAIS|Nombre PAIS|Codigo RECINTO|Nombre RECINTO|Codigo MESA|Nombre MESA|NO|SÍ|BLANCOS|EMITIDOS|INSCRITOS|NULOS|VALIDOS
ES|ESPAÑA|0101201012|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509813|110673037732509813|50|5|0|55|240|0|55
AR|ARGENTINA|0046600466|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506620|110111236132506620|9|92|2|107|238|4|101
BR|BRASIL|0064400644|F-ESCOLA ESTADUAL WALTER BELIAN|110341836192508306|110341836192508306|9|27|0|37|235|1|36
AR|ARGENTINA|0007300073|B-ESCUELA DE JORNADA SIMPLE NÂº 07 D.E. 18 "REPUBLICA ARABE DE EGIPTO"|110111036112516708|110111036112516708|7|26|0|33|112|0|33
CO|COLOMBIA|0072100721|EMBAJADA|110494137842510901|110494137842510901|87|24|1|113|224|1|111
AR|ARGENTINA|0020600206|E-ESCUELA DE JORNADA SIMPLE NÂº 08 D.E. 21 "JUDITH Y DEMETRIO DEMARCHI"|110111036112517209|110111036112517209|21|55|0|76|240|0|76
AR|ARGENTINA|0023400234|F-VILLA CELINA-ESCUELA SECUNDARIA NÂº10|110111036112506008|110111036112506008|13|54|0|68|240|1|67
AR|ARGENTINA|0010200102|C-ESCUELA NÂ° 22 DE 11 "HIPÃLITO BOUCHARD"|110111036112505706|110111036112505706|6|52|1|60|240|1|58
CH|SUIZA|0113901139|CONSULADO|112137738202514504|112137738202514504|92|17|0|109|219|0|109
ES|ESPAÑA|0093400934|UNIVERSIDAD POLITÃCNICA DE VALENCIA|110671736182507633|110671736182507633|69|10|2|86|238|5|79
CH|SUIZA|0113601136|CONSULADO|112137738202514501|112137738202514501|81|16|1|98|239|0|97
AR|ARGENTINA|0011600116|C-ESCUELA NÂ° 12 DE 19 "JOSÃ ENRIQUE RODO"|110111036112516009|110111036112516009|18|44|0|63|238|1|62
US|ESTADOS UNIDOS|0105801058|WAKEFIELD HIGH SCHOOL|110621336142530110|110621336142530110|63|27|0|93|238|3|90
ES|ESPAÑA|0073900739|INSTITUTO DE ENSEÃANZA SUPERIOR(IES) CERVANTES|110671536162507012|110671536162507012|57|11|3|74|238|3|68
AR|ARGENTINA|0031200312|F-GONZALES CATAN-ESCUELA SECUNDARIA NÂº51|110111036112518305|110111036112518305|1|10|0|11|40|0|11
FR|FRANCIA|0108501085|EMBAJADA|110745938022512701|110745938022512701|71|35|0|108|240|2|106
AR|ARGENTINA|0007800078|B-ESCUELA NÂ° 3 DE 20 "REPUBLICA FRANCESA"|110111036112517305|110111036112517305|28|48|1|77|238|0|76
AR|ARGENTINA|0005100051|B-ESCUELA DE JORNADA COMPLETA NÂº 08 D.E. 20 "DR. DALMACIO VÃLEZ SÃRSFIELD"|110111036112516305|110111036112516305|7|41|0|48|239|0|48
ES|ESPAÑA|0074800748|INSTITUTO DE ENSEÃANZA SUPERIOR(IES) CERVANTES|110671536162507021|110671536162507021|49|7|0|56|237|0|56
AR|ARGENTINA|0034300343|H-OLIMPO-ESCUELA DE EDUCACIÃN PRIMARIA NÂ°16 "REPÃBLICA FRANCESA"|110111036112518501|110111036112518501|7|44|0|52|238|1|51
CL|CHILE|0070700707|LA ARAUCANA|110443937832510803|110443937832510803|53|50|1|105|240|1|103
AR|ARGENTINA|0048900489|B-CPC VILLA EL LIBERTADOR|110112137622515401|110112137622515401|24|78|1|103|240|0|102
AR|ARGENTINA|0034000340|H-LOMAS-EXTENSION DE ESCUELA SECUNDARIA NÂº33|110111036112518407|110111036112518407|6|46|1|53|238|0|52
ES|ESPAÑA|0079000790|COLEGIO PÃBLICO JORGE MANRIQUE|110671536162507207|110671536162507207|81|22|0|105|240|2|103
BR|BRASIL|0060100601|E-ESCUELA TÃCNICA ESTADUAL "CARLOS DE CAMPOS"|110341836192520415|110341836192520415|16|31|0|48|240|1|47
ES|ESPAÑA|0092900929|UNIVERSIDAD POLITÃCNICA DE VALENCIA|110671736182507628|110671736182507628|72|11|1|85|240|1|83
AR|ARGENTINA|0017800178|E-ESC. PRIMARIA COMÃN NÂº 08 D.E. 13 "REINO DE THAILANDIA"|110111036112505904|110111036112505904|11|39|1|51|239|0|50
ES|ESPAÑA|0087300873|PABELLON MUNICIPAL DE DEPORTES|110671636172507421|110671636172507421|69|12|1|82|240|0|81
AR|ARGENTINA|0012900129|C-ESCUELA NÂ° 4 DE 11 "BENJAMÃN ZORRILA"|110111036112516403|110111036112516403|8|58|0|67|240|1|66
AR|ARGENTINA|0035600356|I-QUILMES BERAZATEGUI-ESCUELA SECUNDARIA NÂº6 "JUAN DOMINGO PERON"|110111036112506305|110111036112506305|5|23|0|29|240|1|28
AR|ARGENTINA|0044100441|ESCUELA "FUERTE SAN CARLOS"|110111136122515001|110111136122515001|6|47|2|58|240|3|53
ES|ESPAÑA|0092000920|UNIVERSIDAD POLITÃCNICA DE VALENCIA|110671736182507619|110671736182507619|76|15|0|91|240|0|91
AR|ARGENTINA|0033300333|H-LOMAS-ESCUELA EGB NRO, 12 "PRIMERA JUNTA"|110111036112506211|110111036112506211|3|26|0|29|125|0|29
AR|ARGENTINA|0022500225|E-ESCUELA DE JORNADA SIMPLE NÂº 03 D.E. 21 "CRISTÃBAL COLÃN"|110111036112519109|110111036112519109|21|64|0|85|240|0|85
AR|ARGENTINA|0033800338|H-LOMAS-EXTENSION DE ESCUELA SECUNDARIA NÂº33|110111036112518405|110111036112518405|2|50|0|52|239|0|52
AR|ARGENTINA|0026000260|F-VILLA CELINA-ESCUELA PRIMARIA NÂº139 "CONGRESO DE TUCUMAN"|110111036112517804|110111036112517804|9|50|0|61|239|2|59
ES|ESPAÑA|0099100991|PALACIO EUSKALDUNA|110672937722509719|110672937722509719|79|26|2|108|240|1|105
AR|ARGENTINA|0016000160|D-ESC. DE EDUCACION MEDIA NÂ° 06/01Â° PADRE CARLOS MUGICA|110111036112505807|110111036112505807|16|47|0|64|238|1|63
IT|ITALIA|0110301103|INSTITUTO PARITARIO IMIBERG|111245738002512512|111245738002512512|95|30|1|129|238|3|125
ES|ESPAÑA|0098900989|PALACIO EUSKALDUNA|110672937722509717|110672937722509717|101|17|0|120|239|2|118
AR|ARGENTINA|0005600056|B-ESCUELA DE JORNADA COMPLETA NÂº 08 D.E. 20 "DR. DALMACIO VÃLEZ SÃRSFIELD"|110111036112516310|110111036112516310|7|27|0|34|150|0|34
AR|ARGENTINA|0048600486|A-IPEM NÂº 86 GABRIELA MISTRAL|110112137622508707|110112137622508707|16|67|0|83|240|0|83
AR|ARGENTINA|0046100461|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506615|110111236132506615|10|105|2|119|239|2|115
AR|ARGENTINA|0023000230|F-VILLA CELINA-ESCUELA SECUNDARIA NÂº10|110111036112506004|110111036112506004|12|52|0|67|238|3|64
ES|ESPAÑA|0101601016|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509817|110673037732509817|38|5|0|43|121|0|43
AR|ARGENTINA|0034100341|H-LOMAS-EXTENSION DE ESCUELA SECUNDARIA NÂº33|110111036112518408|110111036112518408|6|39|0|45|239|0|45
AR|ARGENTINA|0046900469|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506623|110111236132506623|8|84|6|104|240|6|92
CL|CHILE|0066300663|COLEGIO INTEGRADO EDUARDO FREI MONTALVA|110443737802510503|110443737802510503|24|113|1|140|237|2|137
AR|ARGENTINA|0020100201|E-ESCUELA DE JORNADA SIMPLE NÂº 08 D.E. 21 "JUDITH Y DEMETRIO DEMARCHI"|110111036112517204|110111036112517204|24|44|2|70|237|0|68
BR|BRASIL|0052000520|A-ESCUELA ESTADUAL "PROF. COLOMBO DE ALMEIDA"|110341836192507805|110341836192507805|9|30|0|44|239|5|39
AR|ARGENTINA|0049300493|C-IPEM NÂº 147 MANUEL ANSELMO OCAMPO|110112137622519301|110112137622519301|6|37|1|44|240|0|43
ES|ESPAÑA|0088600886|PABELLON MUNICIPAL DE DEPORTES|110671636172507434|110671636172507434|13|6|0|19|39|0|19
AR|ARGENTINA|0051200512|RECINTO COMODORO RIVADAVIA|110118540732530302|110118540732530302|15|124|17|162|238|6|139
ES|ESPAÑA|0097100971|CENTRO DE FORMACIÃN E INICIATIVAS DE EMPLEO|110672737702509529|110672737702509529|61|17|0|80|238|2|78
AR|ARGENTINA|0031700317|G-ESTEBAN ECHEVERIA-ESC. SECUNDARIA BASICA NÂº4|110111036112506105|110111036112506105|3|46|1|50|238|0|49
AR|ARGENTINA|0027300273|F-ISIDRO CASANOVA - ESCUELA SECUNDARIA NÂº76|110111036112517908|110111036112517908|9|38|0|48|237|1|47
AR|ARGENTINA|0002400024|A-ESCUELA TÃCNICA NÂº 29 D.E. 06 "RECONQUISTA DE BUENOS AIRES"Â |110111036112516206|110111036112516206|17|32|0|50|239|1|49
ES|ESPAÑA|0077500775|COLEGIO PÃBLICO REPÃBLICA DEL URUGUAY|110671536162507109|110671536162507109|59|23|0|85|240|3|82
ES|ESPAÑA|0098600986|PALACIO EUSKALDUNA|110672937722509714|110672937722509714|92|26|1|119|240|0|118
CA|CANADA|0065400654|EMBAJADA DE BOLIVIA|110405537982512301|110405537982512301|17|16|0|33|89|0|33
BR|BRASIL|0053000530|A-ESCUELA ESTADUAL "PROF. COLOMBO DE ALMEIDA"|110341836192507815|110341836192507815|13|31|1|48|250|3|44
AR|ARGENTINA|0046000460|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506614|110111236132506614|14|80|5|105|240|6|94
CL|CHILE|0071100711|LA ARAUCANA|110443937832510807|110443937832510807|53|42|0|107|240|12|95
US|ESTADOS UNIDOS|0105501055|WAKEFIELD HIGH SCHOOL|110621336142530107|110621336142530107|61|20|0|87|239|6|81
BR|BRASIL|0064100641|F-ESCOLA ESTADUAL WALTER BELIAN|110341836192508303|110341836192508303|3|15|0|20|239|2|18
IT|ITALIA|0110701107|LICEO LINGUISTICO MANZONI|111245738012512603|111245738012512603|91|36|0|129|235|2|127
AR|ARGENTINA|0029200292|F-LA FERRERE-ANEXO ESCUELA SECUNDARIA NÂº 23|110111036112518106|110111036112518106|7|38|0|45|238|0|45
AR|ARGENTINA|0035900359|I-QUILMES BERAZATEGUI-ESCUELA SECUNDARIA NÂº6 "JUAN DOMINGO PERON"|110111036112506308|110111036112506308|0|0|0|0|108|0|0
US|ESTADOS UNIDOS|0106501065|SISTEMA UNIVERSITARIO ANA  G. MENDEZ|110621936202508501|110621936202508501|85|19|1|105|239|0|104
AR|ARGENTINA|0026300263|F-VILLA CELINA-ESCUELA PRIMARIA NÂº139 "CONGRESO DE TUCUMAN"|110111036112517807|110111036112517807|1|47|0|49|239|1|48
BR|BRASIL|0062300623|E-ESCUELA ESTADUAL "ORESTES GUIMARÃES"|110341836192520519|110341836192520519|9|22|1|33|236|1|31
AR|ARGENTINA|0040600406|L-PILAR-ESCUELA DE EDUCACIÃN PRIMARIA NÂº26 "LORENZO LÃPEZ"|110111036112514708|110111036112514708|7|43|0|50|239|0|50
AR|ARGENTINA|0019400194|E-ESC. PRIMARIA COMÃN NÂº 17 D.E. 19 "GASPAR LUCILO BENAVENTO"|110111036112516909|110111036112516909|8|67|0|76|238|1|75
ES|ESPAÑA|0097400974|PALACIO EUSKALDUNA|110672937722509702|110672937722509702|104|17|3|124|240|0|121
US|ESTADOS UNIDOS|0106901069|SISTEMA UNIVERSITARIO ANA  G. MENDEZ|110621936202508505|110621936202508505|72|20|0|92|238|0|92
ES|ESPAÑA|0096600966|CENTRO DE FORMACIÃN E INICIATIVAS DE EMPLEO|110672737702509524|110672737702509524|64|16|0|83|240|3|80
ES|ESPAÑA|0101001010|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509811|110673037732509811|54|12|0|68|240|2|66
ES|ESPAÑA|0077300773|COLEGIO PÃBLICO REPÃBLICA DEL URUGUAY|110671536162507107|110671536162507107|77|16|0|94|239|1|93
ES|ESPAÑA|0091700917|UNIVERSIDAD POLITÃCNICA DE VALENCIA|110671736182507616|110671736182507616|76|10|0|87|237|1|86
AR|ARGENTINA|0000200002|A-ESC. PRIMARIA COMÃN NÂº 16 "PRESIDENTE BARTOLOME MITRE"|110111036112505501|110111036112505501|0|0|0|0|240|0|0
AR|ARGENTINA|0028000280|F-LA FERRERE-ESCUELA PRIMARIA NÂº 19|110111036112518004|110111036112518004|13|53|2|68|238|0|66
ES|ESPAÑA|0096700967|CENTRO DE FORMACIÃN E INICIATIVAS DE EMPLEO|110672737702509525|110672737702509525|59|16|0|75|239|0|75
BR|BRASIL|0054500545|B-ESCUELA ESTADUAL "PROVINCIA DE NAGASAKI"|110341836192520004|110341836192520004|11|41|0|52|240|0|52
ES|ESPAÑA|0083800838|CEM OLIMPICS (VALL DâHEBRON)|110671636172507326|110671636172507326|63|22|1|87|240|1|85
AR|ARGENTINA|0000700007|A-ESC. PRIMARIA COMÃN NÂº 16 "PRESIDENTE BARTOLOME MITRE"|110111036112505506|110111036112505506|11|38|0|50|238|1|49
ES|ESPAÑA|0075100751|INSTITUTO DE ENSEÃANZA SUPERIOR(IES) CERVANTES|110671536162507024|110671536162507024|62|11|0|74|238|1|73
US|ESTADOS UNIDOS|0102901029|PENINO BUILDING|110621336142506804|110621336142506804|84|13|1|102|239|4|97
BR|BRASIL|0060300603|E-ESCUELA TÃCNICA ESTADUAL "CARLOS DE CAMPOS"|110341836192520417|110341836192520417|11|55|0|68|240|2|66
ES|ESPAÑA|0086800868|PABELLON MUNICIPAL DE DEPORTES|110671636172507416|110671636172507416|58|18|0|78|240|2|76
ES|ESPAÑA|0101101011|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509812|110673037732509812|56|16|0|73|240|1|72
AR|ARGENTINA|0040300403|L-PILAR-ESCUELA DE EDUCACIÃN PRIMARIA NÂº26 "LORENZO LÃPEZ"|110111036112514705|110111036112514705|0|0|0|0|240|0|0
ES|ESPAÑA|0079900799|COLEGIO PÃBLICO JORGE MANRIQUE|110671536162507216|110671536162507216|76|18|0|94|240|0|94
AR|ARGENTINA|0026500265|F-VILLA CELINA-ESCUELA PRIMARIA NÂº139 "CONGRESO DE TUCUMAN"|110111036112517809|110111036112517809|2|36|0|38|144|0|38
AR|ARGENTINA|0030800308|F-GONZALES CATAN-ESCUELA SECUNDARIA NÂº51|110111036112518301|110111036112518301|3|55|1|59|238|0|58
ES|ESPAÑA|0100201002|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509803|110673037732509803|56|15|0|71|240|0|71
BR|BRASIL|0059900599|E-ESCUELA TÃCNICA ESTADUAL "CARLOS DE CAMPOS"|110341836192520413|110341836192520413|10|43|0|57|240|4|53
AR|ARGENTINA|0005700057|B-ESCUELA DE JORNADA COMPLETA NÂº 18 D.E. 20 "REPÃBLICA DE COREA"Â |110111036112516601|110111036112516601|7|44|0|51|239|0|51
AR|ARGENTINA|0037800378|J- LA PLATA-ESCUELA SECUNDARIA NÂº34 "ALMAFUERTE"|110111036112506408|110111036112506408|9|20|0|29|163|0|29
AR|ARGENTINA|0024200242|F-VILLA CELINA-ESCUELA PRIMARIA NÂº 97 "JUANA MANSO DE NORONHA"|110111036112517604|110111036112517604|0|0|0|0|236|0|0
ES|ESPAÑA|0075900759|INSTITUTO DE ENSEÃANZA SUPERIOR(IES) CERVANTES|110671536162507032|110671536162507032|52|6|0|58|239|0|58
AR|ARGENTINA|0026100261|F-VILLA CELINA-ESCUELA PRIMARIA NÂº139 "CONGRESO DE TUCUMAN"|110111036112517805|110111036112517805|8|54|0|62|236|0|62
AR|ARGENTINA|0019300193|E-ESC. PRIMARIA COMÃN NÂº 17 D.E. 19 "GASPAR LUCILO BENAVENTO"|110111036112516908|110111036112516908|13|32|0|54|239|9|45
ES|ESPAÑA|0099600996|PALACIO EUSKALDUNA|110672937722509724|110672937722509724|82|17|0|100|239|1|99
BR|BRASIL|0056700567|C-ESCOLA ESTADUAL "PLINIO PAULO BRAGA"|110341836192508018|110341836192508018|7|27|0|34|240|0|34
US|ESTADOS UNIDOS|0104701047|DREW MODEL ELEMENTARY SCHOOL|110621336142530010|110621336142530010|77|14|0|91|239|0|91
AR|ARGENTINA|0030400304|F-SAN JUSTO - ANEXO I DE ESCUELA SECUNDARIA NÂº11|110111036112518209|110111036112518209|7|24|0|31|239|0|31
AR|ARGENTINA|0041700417|ESCUELA âPATRICIAS MENDOCINASâ|110111136122506510|110111136122506510|9|30|1|40|240|0|39
AR|ARGENTINA|0006800068|B-ESCUELA DE JORNADA SIMPLE NÂº 07 D.E. 18 "REPUBLICA ARABE DE EGIPTO"|110111036112516703|110111036112516703|12|37|0|49|239|0|49
AR|ARGENTINA|0044900449|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506603|110111236132506603|15|68|5|92|237|4|83
AR|ARGENTINA|0001200012|A-ESC. PRIMARIA COMÃN NÂ° 03 DR. ONÃSIMO LEGUIZAMÃN|110111036112515701|110111036112515701|27|26|0|53|237|0|53
AR|ARGENTINA|0005000050|B-ESCUELA DE JORNADA COMPLETA NÂº 08 D.E. 20 "DR. DALMACIO VÃLEZ SÃRSFIELD"|110111036112516304|110111036112516304|9|38|0|47|239|0|47
UY|URUGUAY|0114001140|EMBAJADA|112334937922511701|112334937922511701|53|28|0|81|129|0|81
ES|ESPAÑA|0076400764|INSTITUTO DE ENSEÃANZA SUPERIOR(IES) CERVANTES|110671536162507037|110671536162507037|56|10|0|66|240|0|66
AR|ARGENTINA|0040500405|L-PILAR-ESCUELA DE EDUCACIÃN PRIMARIA NÂº26 "LORENZO LÃPEZ"|110111036112514707|110111036112514707|10|40|1|51|240|0|50
ES|ESPAÑA|0100801008|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509809|110673037732509809|41|25|0|66|240|0|66
US|ESTADOS UNIDOS|0106301063|PUBLIC SCHOOL 69|110621436152506903|110621436152506903|55|9|0|69|237|5|64
ES|ESPAÑA|0093900939|UNIVERSIDAD POLITÃCNICA DE VALENCIA|110671736182507638|110671736182507638|72|29|0|102|239|1|101
ES|ESPAÑA|0086700867|PABELLON MUNICIPAL DE DEPORTES|110671636172507415|110671636172507415|63|21|0|84|240|0|84
IR|IRAN|0108801088|EMBAJADA|111146938122513701|111146938122513701|0|10|0|10|10|0|10
ES|ESPAÑA|0079800798|COLEGIO PÃBLICO JORGE MANRIQUE|110671536162507215|110671536162507215|71|26|0|98|240|1|97
RU|RUSSIA|0108401084|EMBAJADA|111947238152514001|111947238152514001|49|14|0|63|93|0|63
ES|ESPAÑA|0080800808|COLEGIO PÃBLICO JORGE MANRIQUE|110671536162507225|110671536162507225|61|15|0|76|239|0|76
ES|ESPAÑA|0089200892|SALA POLIVALENT DEL PARC DEL NORD|110671636172507506|110671636172507506|52|8|0|68|240|8|60
AR|ARGENTINA|0014100141|C-ESCUELA TÃCNICA NÂ° 17  DE  13  "BRIGADIER GENERAL CORNELIO SAAVEDRA"|110111036112516507|110111036112516507|18|53|0|73|239|2|71
ES|ESPAÑA|0077100771|COLEGIO PÃBLICO REPÃBLICA DEL URUGUAY|110671536162507105|110671536162507105|72|18|2|96|240|4|90
AR|ARGENTINA|0001600016|A-ESC. PRIMARIA COMÃN NÂ° 03 DR. ONÃSIMO LEGUIZAMÃN|110111036112515705|110111036112515705|28|27|0|55|238|0|55
US|ESTADOS UNIDOS|0106801068|SISTEMA UNIVERSITARIO ANA  G. MENDEZ|110621936202508504|110621936202508504|77|14|1|92|239|0|91
AR|ARGENTINA|0019200192|E-ESC. PRIMARIA COMÃN NÂº 17 D.E. 19 "GASPAR LUCILO BENAVENTO"|110111036112516907|110111036112516907|10|57|1|69|237|1|67
ES|ESPAÑA|0084700847|CEM OLIMPICS (VALL DâHEBRON)|110671636172507335|110671636172507335|54|12|0|68|239|2|66
IT|ITALIA|0111001110|LICEO LINGUISTICO MANZONI|111245738012512606|111245738012512606|117|14|1|132|239|0|131
ES|ESPAÑA|0081800818|CEM OLIMPICS (VALL DâHEBRON)|110671636172507306|110671636172507306|60|20|0|81|240|1|80
AR|ARGENTINA|0022100221|E-ESCUELA DE JORNADA SIMPLE NÂº 03 D.E. 21 "CRISTÃBAL COLÃN"|110111036112519105|110111036112519105|26|51|0|79|240|2|77
AR|ARGENTINA|0049100491|B-CPC VILLA EL LIBERTADOR|110112137622515403|110112137622515403|19|62|0|81|240|0|81
ES|ESPAÑA|0089500895|SALA POLIVALENT DEL PARC DEL NORD|110671636172507509|110671636172507509|58|8|0|67|240|1|66
US|ESTADOS UNIDOS|0103701037|PENINO BUILDING|110621336142506812|110621336142506812|27|2|0|30|90|1|29
AR|ARGENTINA|0045800458|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506612|110111236132506612|9|88|2|104|239|5|97
ES|ESPAÑA|0097800978|PALACIO EUSKALDUNA|110672937722509706|110672937722509706|83|18|1|103|240|1|101
AR|ARGENTINA|0028500285|F-LA FERRERE-ESCUELA PRIMARIA NÂº 19|110111036112518009|110111036112518009|12|61|1|74|240|0|73
AR|ARGENTINA|0021200212|E-ESCUELA NÂ° 16  DE 13 "DR. TOMÃS A. LE BRETÃN"|110111036112517504|110111036112517504|12|49|0|61|240|0|61
AR|ARGENTINA|0012400124|C-CENTRO EDUCATIVO NS  NÂ° 30  DE 8 DE NIVEL SECUNDARIO|110111036112516107|110111036112516107|11|43|0|55|239|1|54
CL|CHILE|0068100681|LICEO A-17 MARTA NAREA DIAZ|110443837812510613|110443837812510613|53|36|0|96|237|7|89
ES|ESPAÑA|0081100811|COLEGIO PÃBLICO JORGE MANRIQUE|110671536162507228|110671536162507228|73|23|0|97|239|1|96
AR|ARGENTINA|0032200322|G-ESTEBAN ECHEVERIA-ESC. SECUNDARIA BASICA NÂº4|110111036112506110|110111036112506110|2|12|0|14|58|0|14
ES|ESPAÑA|0076700767|COLEGIO PÃBLICO REPÃBLICA DEL URUGUAY|110671536162507101|110671536162507101|76|13|0|91|240|2|89
CL|CHILE|0068300683|LICEO A-17 MARTA NAREA DIAZ|110443837812510615|110443837812510615|68|36|1|107|239|2|104
AR|ARGENTINA|0008300083|B-ESCUELA JORNADA SIMPLE  NÂ° 22 DE 13 "SANTA MARIA DE BS. AS"|110111036112517404|110111036112517404|10|64|1|76|237|1|74
BR|BRASIL|0059700597|E-ESCUELA TÃCNICA ESTADUAL "CARLOS DE CAMPOS"|110341836192520411|110341836192520411|8|45|0|53|240|0|53
US|ESTADOS UNIDOS|0107701077|SISTEMA UNIVERSITARIO ANA  G. MENDEZ|110622637692509403|110622637692509403|37|4|0|41|184|0|41
AR|ARGENTINA|0048500485|A-IPEM NÂº 86 GABRIELA MISTRAL|110112137622508706|110112137622508706|16|48|0|67|239|3|64
ES|ESPAÑA|0101301013|CENTRO SOCIAL POLIVALENTE HOGAR VIRGEN DE LOS REYES|110673037732509814|110673037732509814|50|14|1|65|240|0|64
AR|ARGENTINA|0047000470|ESCUELA NORMAL SUPERIOR JUAN IGNACIO GORRITI|110111236132506624|110111236132506624|4|67|0|72|236|1|71
AR|ARGENTINA|0037200372|J- LA PLATA-ESCUELA SECUNDARIA NÂº34 "ALMAFUERTE"|110111036112506402|110111036112506402|3|31|2|36|238|0|34
ES|ESPAÑA|0079200792|COLEGIO PÃBLICO JORGE MANRIQUE|110671536162507209|110671536162507209|71|17|0|89|240|1|88
AR|ARGENTINA|0035000350|H-OLIMPO-ESCUELA DE EDUCACIÃN PRIMARIA NÂ°16 "REPÃBLICA FRANCESA"|110111036112518508|110111036112518508|5|37|1|43|238|0|42
CL|CHILE|0069900699|ESCUELA BÃSICA D-37 REPÃBLICA DE BOLIVIA|110443837822510713|110443837822510713|59|42|1|103|238|1|101
AR|ARGENTINA|0048300483|A-IPEM NÂº 86 GABRIELA MISTRAL|110112137622508704|110112137622508704|12|43|0|55|240|0|55
ES|ESPAÑA|0094300943|CENTRO DE FORMACIÃN E INICIATIVAS DE EMPLEO|110672737702509501|110672737702509501|53|27|0|82|239|2|80
AR|ARGENTINA|0033700337|H-LOMAS-EXTENSION DE ESCUELA SECUNDARIA NÂº33|110111036112518404|110111036112518404|4|46|0|52|237|2|50
AR|ARGENTINA|0031300313|G-ESTEBAN ECHEVERIA-ESC. SECUNDARIA BASICA NÂº4|110111036112506101|110111036112506101|5|38|1|45|238|1|43
AR|ARGENTINA|0007600076|B-ESCUELA NÂ° 3 DE 20 "REPUBLICA FRANCESA"|110111036112517303|110111036112517303|14|67|0|84|237|3|81
BR|BRASIL|0055800558|C-ESCOLA ESTADUAL "PLINIO PAULO BRAGA"|110341836192508009|110341836192508009|5|24|0|31|239|2|29
BR|BRASIL|0062800628|F-ESCUELA ESTADUAL "DOMINGO FAUSTINO SARMIENTO"|110341836192508202|110341836192508202|19|48|0|68|238|1|67
AR|ARGENTINA|0001800018|A-ESC. PRIMARIA COMÃN NÂ° 03 DR. ONÃSIMO LEGUIZAMÃN|110111036112515707|110111036112515707|18|18|0|36|220|0|36
AR|ARGENTINA|0012100121|C-CENTRO EDUCATIVO NS  NÂ° 30  DE 8 DE NIVEL SECUNDARIO|110111036112516104|110111036112516104|11|32|0|43|236|0|43
AR|ARGENTINA|0023700237|F-VILLA CELINA-ESCUELA SECUNDARIA NÂº10|110111036112506011|110111036112506011|11|60|1|73|240|1|71
ES|ESPAÑA|0086100861|PABELLON MUNICIPAL DE DEPORTES|110671636172507409|110671636172507409|66|16|0|85|240|3|82
AR|ARGENTINA|0023600236|F-VILLA CELINA-ESCUELA SECUNDARIA NÂº10|110111036112506010|110111036112506010|15|60|1|79|240|3|75
BR|BRASIL|0056900569|E-ESCUELA ESTADUAL "MARECHAL DEODORO"|110341836192520101|110341836192520101|11|27|0|39|240|1|38
GB|INGLATERRA|0112901129|ETC. VENUES, ELEPHANT & CASTLE, AVONMOUTH HOUSE|111086438072513203|111086438072513203|79|27|1|107|239|0|106
AR|ARGENTINA|0017100171|D-ESCUELA DE EDUCACION MEDIA NÂ° 4  DE 19  "HOMERO MANZI"|110111036112519005|110111036112519005|12|30|2|45|239|1|42
IT|ITALIA|0111401114|LICEO LINGUISTICO MANZONI|111245738012512610|111245738012512610|47|17|0|66|122|2|64
AR|ARGENTINA|0003100031|B-ESC. DE EDUCACIÃN MEDIA NÂ° 02/13Â° "ESCUELA DEL PARQUE"|110111036112505605|110111036112505605|18|56|0|74|239|0|74
ES|ESPAÑA|0086300863|PABELLON MUNICIPAL DE DEPORTES|110671636172507411|110671636172507411|68|13|0|85|240|4|81
AR|ARGENTINA|0050000500|COLEGIO NACIONAL SALTA NÂº5080|110112237632508806|110112237632508806|16|70|1|89|239|2|86
CL|CHILE|0068000680|LICEO A-17 MARTA NAREA DIAZ|110443837812510612|110443837812510612|54|38|1|100|238|7|92
ES|ESPAÑA|0083900839|CEM OLIMPICS (VALL DâHEBRON)|110671636172507327|110671636172507327|64|9|0|73|239|0|73
AR|ARGENTINA|0008400084|B-ESCUELA JORNADA SIMPLE  NÂ° 22 DE 13 "SANTA MARIA DE BS. AS"|110111036112517405|110111036112517405|13|61|1|75|239|0|74
US|ESTADOS UNIDOS|0107301073|ORANGE COUNTY EDUCATIONAL ARTS ACADEMY|110622537682509301|110622537682509301|49|12|0|65|239|4|61
BR|BRASIL|0053700537|B-ESC. MUN. EDU.FUNDAMENTAL "VEREADOR ANTONIO SAMPAIO"|110341836192507907|110341836192507907|10|28|1|39|240|0|38
